areaType,areaName,areaCode,date,covidOccupiedMVBeds
nation,Wales,W92000004,2020-07-01,22
nation,Wales,W92000004,2020-06-30,22
nation,Wales,W92000004,2020-06-29,24
nation,Wales,W92000004,2020-06-28,21
nation,Wales,W92000004,2020-06-27,21
nation,Wales,W92000004,2020-06-26,24
nation,Wales,W92000004,2020-06-25,21
nation,Wales,W92000004,2020-06-24,27
nation,Wales,W92000004,2020-06-23,22
nation,Wales,W92000004,2020-06-22,27
nation,Wales,W92000004,2020-06-21,27
nation,Wales,W92000004,2020-06-20,33
nation,Wales,W92000004,2020-06-19,27
nation,Wales,W92000004,2020-06-18,29
nation,Wales,W92000004,2020-06-17,33
nation,Wales,W92000004,2020-06-16,29
nation,Wales,W92000004,2020-06-15,36
nation,Wales,W92000004,2020-06-14,31
nation,Wales,W92000004,2020-06-13,27
nation,Wales,W92000004,2020-06-12,29
nation,Wales,W92000004,2020-06-11,29
nation,Wales,W92000004,2020-06-10,32
nation,Wales,W92000004,2020-06-09,40
nation,Wales,W92000004,2020-06-08,38
nation,Wales,W92000004,2020-06-07,38
nation,Wales,W92000004,2020-06-06,41
nation,Wales,W92000004,2020-06-05,44
nation,Wales,W92000004,2020-06-04,42
nation,Wales,W92000004,2020-06-03,42
nation,Wales,W92000004,2020-06-02,44
nation,Wales,W92000004,2020-06-01,37
nation,Wales,W92000004,2020-05-31,42
nation,Wales,W92000004,2020-05-30,39
nation,Wales,W92000004,2020-05-29,45
nation,Wales,W92000004,2020-05-28,46
nation,Wales,W92000004,2020-05-27,44
nation,Wales,W92000004,2020-05-26,51
nation,Wales,W92000004,2020-05-25,47
nation,Wales,W92000004,2020-05-24,52
nation,Wales,W92000004,2020-05-23,58
nation,Wales,W92000004,2020-05-22,58
nation,Wales,W92000004,2020-05-21,57
nation,Wales,W92000004,2020-05-20,55
nation,Wales,W92000004,2020-05-19,64
nation,Wales,W92000004,2020-05-18,59
nation,Wales,W92000004,2020-05-17,60
nation,Wales,W92000004,2020-05-16,62
nation,Wales,W92000004,2020-05-15,56
nation,Wales,W92000004,2020-05-14,69
nation,Wales,W92000004,2020-05-13,66
nation,Wales,W92000004,2020-05-12,72
nation,Wales,W92000004,2020-05-11,76
nation,Wales,W92000004,2020-05-10,78
nation,Wales,W92000004,2020-05-09,75
nation,Wales,W92000004,2020-05-08,89
nation,Wales,W92000004,2020-05-07,84
nation,Wales,W92000004,2020-05-06,81
nation,Wales,W92000004,2020-05-05,87
nation,Wales,W92000004,2020-05-04,92
nation,Wales,W92000004,2020-05-03,94
nation,Wales,W92000004,2020-05-02,93
nation,Wales,W92000004,2020-05-01,92
nation,Wales,W92000004,2020-04-30,99
nation,Wales,W92000004,2020-04-29,101
nation,Wales,W92000004,2020-04-28,107
nation,Wales,W92000004,2020-04-27,105
nation,Wales,W92000004,2020-04-26,111
nation,Wales,W92000004,2020-04-25,126
nation,Wales,W92000004,2020-04-24,119
nation,Wales,W92000004,2020-04-23,123
nation,Wales,W92000004,2020-04-22,132
nation,Wales,W92000004,2020-04-21,135
nation,Wales,W92000004,2020-04-20,150
nation,Wales,W92000004,2020-04-19,153
nation,Wales,W92000004,2020-04-18,164
nation,Wales,W92000004,2020-04-17,159
nation,Wales,W92000004,2020-04-16,155
nation,Wales,W92000004,2020-04-15,150
nation,Wales,W92000004,2020-04-14,151
nation,Wales,W92000004,2020-04-13,155
nation,Wales,W92000004,2020-04-12,153
nation,Wales,W92000004,2020-04-11,149
nation,Wales,W92000004,2020-04-10,153
nation,Wales,W92000004,2020-04-09,161
nation,Wales,W92000004,2020-04-08,150
nation,Wales,W92000004,2020-04-07,144
nation,Wales,W92000004,2020-04-06,137
nation,Wales,W92000004,2020-04-05,131
nation,Wales,W92000004,2020-04-04,122
nation,Wales,W92000004,2020-04-03,110
nation,Wales,W92000004,2020-04-02,110
nation,Wales,W92000004,2020-04-01,100
nation,Wales,W92000004,2020-03-31,81
nation,Wales,W92000004,2020-03-30,68
nation,Wales,W92000004,2020-03-29,71
nation,Wales,W92000004,2020-03-28,53
nation,Wales,W92000004,2020-03-27,37
nation,Wales,W92000004,2020-03-26,36
nation,Wales,W92000004,2020-03-25,31
nation,Wales,W92000004,2020-03-24,30
nation,Wales,W92000004,2020-03-23,16
