areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
nation,England,E92000001,2020-05-09,798,85166
nation,England,E92000001,2020-05-08,743,84368
nation,England,E92000001,2020-05-07,998,83625
nation,England,E92000001,2020-05-06,1040,82627
nation,England,E92000001,2020-05-05,959,81587
nation,England,E92000001,2020-05-04,1094,80628
nation,England,E92000001,2020-05-03,1077,79534
nation,England,E92000001,2020-05-02,980,78457
nation,England,E92000001,2020-05-01,1081,77477
nation,England,E92000001,2020-04-30,1227,76396
nation,England,E92000001,2020-04-29,1295,75169
nation,England,E92000001,2020-04-28,1296,73874
nation,England,E92000001,2020-04-27,1344,72578
nation,England,E92000001,2020-04-26,1208,71234
nation,England,E92000001,2020-04-25,1080,70026
nation,England,E92000001,2020-04-24,1277,68946
nation,England,E92000001,2020-04-23,1289,67669
nation,England,E92000001,2020-04-22,1310,66380
nation,England,E92000001,2020-04-21,1495,65070
nation,England,E92000001,2020-04-20,1522,63575
nation,England,E92000001,2020-04-19,1475,62053
nation,England,E92000001,2020-04-18,1411,60578
nation,England,E92000001,2020-04-17,1674,59167
nation,England,E92000001,2020-04-16,1777,57493
nation,England,E92000001,2020-04-15,1608,55716
nation,England,E92000001,2020-04-14,1859,54108
nation,England,E92000001,2020-04-13,1912,52249
nation,England,E92000001,2020-04-12,1791,50337
nation,England,E92000001,2020-04-11,1955,48546
nation,England,E92000001,2020-04-10,2196,46591
nation,England,E92000001,2020-04-09,2340,44395
nation,England,E92000001,2020-04-08,2619,42055
nation,England,E92000001,2020-04-07,2744,39436
nation,England,E92000001,2020-04-06,2679,36692
nation,England,E92000001,2020-04-05,2592,34013
nation,England,E92000001,2020-04-04,2593,31421
nation,England,E92000001,2020-04-03,2564,28828
nation,England,E92000001,2020-04-02,2932,26264
nation,England,E92000001,2020-04-01,3099,23332
nation,England,E92000001,2020-03-31,2447,20233
nation,England,E92000001,2020-03-30,2817,17786
nation,England,E92000001,2020-03-29,2186,14969
nation,England,E92000001,2020-03-28,1873,12783
nation,England,E92000001,2020-03-27,1931,10910
nation,England,E92000001,2020-03-26,1639,8979
nation,England,E92000001,2020-03-25,1755,7340
nation,England,E92000001,2020-03-24,1544,5585
nation,England,E92000001,2020-03-23,1128,4041
nation,England,E92000001,2020-03-22,859,2913
nation,England,E92000001,2020-03-21,777,2054
nation,England,E92000001,2020-03-20,691,1277
nation,England,E92000001,2020-03-19,586,586
nation,Northern Ireland,N92000002,2020-10-07,8,1932
nation,Northern Ireland,N92000002,2020-10-06,16,1924
nation,Northern Ireland,N92000002,2020-10-05,18,1908
nation,Northern Ireland,N92000002,2020-10-04,14,1890
nation,Northern Ireland,N92000002,2020-10-03,18,1876
nation,Northern Ireland,N92000002,2020-10-02,8,1858
nation,Northern Ireland,N92000002,2020-10-01,9,1850
nation,Northern Ireland,N92000002,2020-09-30,7,1841
nation,Northern Ireland,N92000002,2020-09-29,6,1834
nation,Northern Ireland,N92000002,2020-09-28,16,1828
nation,Northern Ireland,N92000002,2020-09-27,10,1812
nation,Northern Ireland,N92000002,2020-09-26,8,1802
nation,Northern Ireland,N92000002,2020-09-25,5,1794
nation,Northern Ireland,N92000002,2020-09-24,8,1789
nation,Northern Ireland,N92000002,2020-09-23,10,1781
nation,Northern Ireland,N92000002,2020-09-22,8,1771
nation,Northern Ireland,N92000002,2020-09-21,10,1763
nation,Northern Ireland,N92000002,2020-09-20,4,1753
nation,Northern Ireland,N92000002,2020-09-19,5,1749
nation,Northern Ireland,N92000002,2020-09-18,2,1744
nation,Northern Ireland,N92000002,2020-09-17,5,1742
nation,Northern Ireland,N92000002,2020-09-16,2,1737
nation,Northern Ireland,N92000002,2020-09-15,5,1735
nation,Northern Ireland,N92000002,2020-09-14,7,1730
nation,Northern Ireland,N92000002,2020-09-13,3,1723
nation,Northern Ireland,N92000002,2020-09-12,4,1720
nation,Northern Ireland,N92000002,2020-09-11,5,1716
nation,Northern Ireland,N92000002,2020-09-10,7,1711
nation,Northern Ireland,N92000002,2020-09-09,1,1704
nation,Northern Ireland,N92000002,2020-09-08,10,1703
nation,Northern Ireland,N92000002,2020-09-07,1,1693
nation,Northern Ireland,N92000002,2020-09-06,4,1692
nation,Northern Ireland,N92000002,2020-09-05,1,1688
nation,Northern Ireland,N92000002,2020-09-04,2,1687
nation,Northern Ireland,N92000002,2020-09-03,2,1685
nation,Northern Ireland,N92000002,2020-09-02,0,1683
nation,Northern Ireland,N92000002,2020-09-01,4,1683
nation,Northern Ireland,N92000002,2020-08-31,5,1679
nation,Northern Ireland,N92000002,2020-08-30,3,1674
nation,Northern Ireland,N92000002,2020-08-29,3,1671
nation,Northern Ireland,N92000002,2020-08-28,5,1668
nation,Northern Ireland,N92000002,2020-08-27,4,1663
nation,Northern Ireland,N92000002,2020-08-26,0,1659
nation,Northern Ireland,N92000002,2020-08-25,2,1659
nation,Northern Ireland,N92000002,2020-08-24,8,1657
nation,Northern Ireland,N92000002,2020-08-23,2,1649
nation,Northern Ireland,N92000002,2020-08-22,2,1647
nation,Northern Ireland,N92000002,2020-08-21,4,1645
nation,Northern Ireland,N92000002,2020-08-20,6,1641
nation,Northern Ireland,N92000002,2020-08-19,6,1635
nation,Northern Ireland,N92000002,2020-08-18,6,1629
nation,Northern Ireland,N92000002,2020-08-17,6,1623
nation,Northern Ireland,N92000002,2020-08-16,2,1617
nation,Northern Ireland,N92000002,2020-08-15,2,1615
nation,Northern Ireland,N92000002,2020-08-14,2,1613
nation,Northern Ireland,N92000002,2020-08-13,2,1611
nation,Northern Ireland,N92000002,2020-08-12,2,1609
nation,Northern Ireland,N92000002,2020-08-11,2,1607
nation,Northern Ireland,N92000002,2020-08-10,0,1605
nation,Northern Ireland,N92000002,2020-08-09,2,1605
nation,Northern Ireland,N92000002,2020-08-08,5,1603
nation,Northern Ireland,N92000002,2020-08-07,0,1598
nation,Northern Ireland,N92000002,2020-08-06,3,1598
nation,Northern Ireland,N92000002,2020-08-05,1,1595
nation,Northern Ireland,N92000002,2020-08-04,1,1594
nation,Northern Ireland,N92000002,2020-08-03,3,1593
nation,Northern Ireland,N92000002,2020-08-02,1,1590
nation,Northern Ireland,N92000002,2020-08-01,3,1589
nation,Northern Ireland,N92000002,2020-07-31,1,1586
nation,Northern Ireland,N92000002,2020-07-30,1,1585
nation,Northern Ireland,N92000002,2020-07-29,2,1584
nation,Northern Ireland,N92000002,2020-07-28,1,1582
nation,Northern Ireland,N92000002,2020-07-27,2,1581
nation,Northern Ireland,N92000002,2020-07-26,0,1579
nation,Northern Ireland,N92000002,2020-07-25,1,1579
nation,Northern Ireland,N92000002,2020-07-24,3,1578
nation,Northern Ireland,N92000002,2020-07-23,0,1575
nation,Northern Ireland,N92000002,2020-07-22,2,1575
nation,Northern Ireland,N92000002,2020-07-21,0,1573
nation,Northern Ireland,N92000002,2020-07-20,1,1573
nation,Northern Ireland,N92000002,2020-07-19,1,1572
nation,Northern Ireland,N92000002,2020-07-18,2,1571
nation,Northern Ireland,N92000002,2020-07-17,0,1569
nation,Northern Ireland,N92000002,2020-07-16,2,1569
nation,Northern Ireland,N92000002,2020-07-15,1,1567
nation,Northern Ireland,N92000002,2020-07-14,0,1566
nation,Northern Ireland,N92000002,2020-07-13,1,1566
nation,Northern Ireland,N92000002,2020-07-12,0,1565
nation,Northern Ireland,N92000002,2020-07-11,0,1565
nation,Northern Ireland,N92000002,2020-07-10,0,1565
nation,Northern Ireland,N92000002,2020-07-09,1,1565
nation,Northern Ireland,N92000002,2020-07-08,4,1564
nation,Northern Ireland,N92000002,2020-07-07,1,1560
nation,Northern Ireland,N92000002,2020-07-06,2,1559
nation,Northern Ireland,N92000002,2020-07-05,0,1557
nation,Northern Ireland,N92000002,2020-07-04,2,1557
nation,Northern Ireland,N92000002,2020-07-03,1,1555
nation,Northern Ireland,N92000002,2020-07-02,1,1554
nation,Northern Ireland,N92000002,2020-07-01,0,1553
nation,Northern Ireland,N92000002,2020-06-30,2,1553
nation,Northern Ireland,N92000002,2020-06-29,0,1551
nation,Northern Ireland,N92000002,2020-06-28,3,1551
nation,Northern Ireland,N92000002,2020-06-27,0,1548
nation,Northern Ireland,N92000002,2020-06-26,1,1548
nation,Northern Ireland,N92000002,2020-06-25,0,1547
nation,Northern Ireland,N92000002,2020-06-24,2,1547
nation,Northern Ireland,N92000002,2020-06-23,3,1545
nation,Northern Ireland,N92000002,2020-06-22,2,1542
nation,Northern Ireland,N92000002,2020-06-21,3,1540
nation,Northern Ireland,N92000002,2020-06-20,3,1537
nation,Northern Ireland,N92000002,2020-06-19,2,1534
nation,Northern Ireland,N92000002,2020-06-18,0,1532
nation,Northern Ireland,N92000002,2020-06-17,2,1532
nation,Northern Ireland,N92000002,2020-06-16,1,1530
nation,Northern Ireland,N92000002,2020-06-15,0,1529
nation,Northern Ireland,N92000002,2020-06-14,0,1529
nation,Northern Ireland,N92000002,2020-06-13,3,1529
nation,Northern Ireland,N92000002,2020-06-12,2,1526
nation,Northern Ireland,N92000002,2020-06-11,6,1524
nation,Northern Ireland,N92000002,2020-06-10,7,1518
nation,Northern Ireland,N92000002,2020-06-09,7,1511
nation,Northern Ireland,N92000002,2020-06-08,2,1504
nation,Northern Ireland,N92000002,2020-06-07,1,1502
nation,Northern Ireland,N92000002,2020-06-06,3,1501
nation,Northern Ireland,N92000002,2020-06-05,2,1498
nation,Northern Ireland,N92000002,2020-06-04,3,1496
nation,Northern Ireland,N92000002,2020-06-03,4,1493
nation,Northern Ireland,N92000002,2020-06-02,4,1489
nation,Northern Ireland,N92000002,2020-06-01,2,1485
nation,Northern Ireland,N92000002,2020-05-31,4,1483
nation,Northern Ireland,N92000002,2020-05-30,5,1479
nation,Northern Ireland,N92000002,2020-05-29,6,1474
nation,Northern Ireland,N92000002,2020-05-28,6,1468
nation,Northern Ireland,N92000002,2020-05-27,6,1462
nation,Northern Ireland,N92000002,2020-05-26,9,1456
nation,Northern Ireland,N92000002,2020-05-25,9,1447
nation,Northern Ireland,N92000002,2020-05-24,4,1438
nation,Northern Ireland,N92000002,2020-05-23,4,1434
nation,Northern Ireland,N92000002,2020-05-22,4,1430
nation,Northern Ireland,N92000002,2020-05-21,7,1426
nation,Northern Ireland,N92000002,2020-05-20,6,1419
nation,Northern Ireland,N92000002,2020-05-19,10,1413
nation,Northern Ireland,N92000002,2020-05-18,13,1403
nation,Northern Ireland,N92000002,2020-05-17,13,1390
nation,Northern Ireland,N92000002,2020-05-16,10,1377
nation,Northern Ireland,N92000002,2020-05-15,13,1367
nation,Northern Ireland,N92000002,2020-05-14,15,1354
nation,Northern Ireland,N92000002,2020-05-13,19,1339
nation,Northern Ireland,N92000002,2020-05-12,13,1320
nation,Northern Ireland,N92000002,2020-05-11,22,1307
nation,Northern Ireland,N92000002,2020-05-10,18,1285
nation,Northern Ireland,N92000002,2020-05-09,16,1267
nation,Northern Ireland,N92000002,2020-05-08,8,1251
nation,Northern Ireland,N92000002,2020-05-07,11,1243
nation,Northern Ireland,N92000002,2020-05-06,17,1232
nation,Northern Ireland,N92000002,2020-05-05,12,1215
nation,Northern Ireland,N92000002,2020-05-04,11,1203
nation,Northern Ireland,N92000002,2020-05-03,11,1192
nation,Northern Ireland,N92000002,2020-05-02,11,1181
nation,Northern Ireland,N92000002,2020-05-01,19,1170
nation,Northern Ireland,N92000002,2020-04-30,27,1151
nation,Northern Ireland,N92000002,2020-04-29,17,1124
nation,Northern Ireland,N92000002,2020-04-28,9,1107
nation,Northern Ireland,N92000002,2020-04-27,23,1098
nation,Northern Ireland,N92000002,2020-04-26,11,1075
nation,Northern Ireland,N92000002,2020-04-25,19,1064
nation,Northern Ireland,N92000002,2020-04-24,23,1045
nation,Northern Ireland,N92000002,2020-04-23,24,1022
nation,Northern Ireland,N92000002,2020-04-22,27,998
nation,Northern Ireland,N92000002,2020-04-21,31,971
nation,Northern Ireland,N92000002,2020-04-20,33,940
nation,Northern Ireland,N92000002,2020-04-19,22,907
nation,Northern Ireland,N92000002,2020-04-18,14,885
nation,Northern Ireland,N92000002,2020-04-17,32,871
nation,Northern Ireland,N92000002,2020-04-16,32,839
nation,Northern Ireland,N92000002,2020-04-15,23,807
nation,Northern Ireland,N92000002,2020-04-14,22,784
nation,Northern Ireland,N92000002,2020-04-13,16,762
nation,Northern Ireland,N92000002,2020-04-12,22,746
nation,Northern Ireland,N92000002,2020-04-11,22,724
nation,Northern Ireland,N92000002,2020-04-10,19,702
nation,Northern Ireland,N92000002,2020-04-09,33,683
nation,Northern Ireland,N92000002,2020-04-08,32,650
nation,Northern Ireland,N92000002,2020-04-07,39,618
nation,Northern Ireland,N92000002,2020-04-06,40,579
nation,Northern Ireland,N92000002,2020-04-05,27,539
nation,Northern Ireland,N92000002,2020-04-04,41,512
nation,Northern Ireland,N92000002,2020-04-03,44,471
nation,Northern Ireland,N92000002,2020-04-02,43,427
nation,Northern Ireland,N92000002,2020-04-01,44,384
nation,Northern Ireland,N92000002,2020-03-31,46,340
nation,Northern Ireland,N92000002,2020-03-30,34,294
nation,Northern Ireland,N92000002,2020-03-29,35,260
nation,Northern Ireland,N92000002,2020-03-28,38,225
nation,Northern Ireland,N92000002,2020-03-27,29,187
nation,Northern Ireland,N92000002,2020-03-26,29,158
nation,Northern Ireland,N92000002,2020-03-25,29,129
nation,Northern Ireland,N92000002,2020-03-24,15,100
nation,Northern Ireland,N92000002,2020-03-23,16,85
nation,Northern Ireland,N92000002,2020-03-22,8,69
nation,Northern Ireland,N92000002,2020-03-21,11,61
nation,Northern Ireland,N92000002,2020-03-20,10,50
nation,Northern Ireland,N92000002,2020-03-19,5,40
nation,Northern Ireland,N92000002,2020-03-18,7,35
nation,Northern Ireland,N92000002,2020-03-17,4,28
nation,Northern Ireland,N92000002,2020-03-16,4,24
nation,Northern Ireland,N92000002,2020-03-15,1,20
nation,Northern Ireland,N92000002,2020-03-14,2,19
nation,Northern Ireland,N92000002,2020-03-13,2,17
nation,Northern Ireland,N92000002,2020-03-12,4,15
nation,Northern Ireland,N92000002,2020-03-11,3,11
nation,Northern Ireland,N92000002,2020-03-10,2,8
nation,Northern Ireland,N92000002,2020-03-09,1,6
nation,Northern Ireland,N92000002,2020-03-08,0,5
nation,Northern Ireland,N92000002,2020-03-07,0,5
nation,Northern Ireland,N92000002,2020-03-06,3,5
nation,Northern Ireland,N92000002,2020-03-05,1,2
nation,Northern Ireland,N92000002,2020-03-04,0,1
nation,Northern Ireland,N92000002,2020-03-03,0,1
nation,Northern Ireland,N92000002,2020-03-02,1,1
nation,Scotland,S92000003,2020-10-05,48,6565
nation,Scotland,S92000003,2020-10-04,26,6517
nation,Scotland,S92000003,2020-10-03,33,6491
nation,Scotland,S92000003,2020-10-02,34,6458
nation,Scotland,S92000003,2020-10-01,38,6424
nation,Scotland,S92000003,2020-09-30,33,6386
nation,Scotland,S92000003,2020-09-29,20,6353
nation,Scotland,S92000003,2020-09-28,28,6333
nation,Scotland,S92000003,2020-09-27,23,6305
nation,Scotland,S92000003,2020-09-26,19,6282
nation,Scotland,S92000003,2020-09-25,22,6263
nation,Scotland,S92000003,2020-09-24,22,6241
nation,Scotland,S92000003,2020-09-23,13,6219
nation,Scotland,S92000003,2020-09-22,25,6206
nation,Scotland,S92000003,2020-09-21,14,6181
nation,Scotland,S92000003,2020-09-20,12,6167
nation,Scotland,S92000003,2020-09-19,9,6155
nation,Scotland,S92000003,2020-09-18,6,6146
nation,Scotland,S92000003,2020-09-17,10,6140
nation,Scotland,S92000003,2020-09-16,20,6130
nation,Scotland,S92000003,2020-09-15,8,6110
nation,Scotland,S92000003,2020-09-14,9,6102
nation,Scotland,S92000003,2020-09-13,5,6093
nation,Scotland,S92000003,2020-09-12,8,6088
nation,Scotland,S92000003,2020-09-11,11,6080
nation,Scotland,S92000003,2020-09-10,11,6069
nation,Scotland,S92000003,2020-09-09,4,6058
nation,Scotland,S92000003,2020-09-08,5,6054
nation,Scotland,S92000003,2020-09-07,5,6049
nation,Scotland,S92000003,2020-09-06,2,6044
nation,Scotland,S92000003,2020-09-05,4,6042
nation,Scotland,S92000003,2020-09-04,10,6038
nation,Scotland,S92000003,2020-09-03,1,6028
nation,Scotland,S92000003,2020-09-02,5,6027
nation,Scotland,S92000003,2020-09-01,1,6022
nation,Scotland,S92000003,2020-08-31,3,6021
nation,Scotland,S92000003,2020-08-30,2,6018
nation,Scotland,S92000003,2020-08-29,2,6016
nation,Scotland,S92000003,2020-08-28,5,6014
nation,Scotland,S92000003,2020-08-27,3,6009
nation,Scotland,S92000003,2020-08-26,5,6006
nation,Scotland,S92000003,2020-08-25,6,6001
nation,Scotland,S92000003,2020-08-24,4,5995
nation,Scotland,S92000003,2020-08-23,0,5991
nation,Scotland,S92000003,2020-08-22,2,5991
nation,Scotland,S92000003,2020-08-21,2,5989
nation,Scotland,S92000003,2020-08-20,4,5987
nation,Scotland,S92000003,2020-08-19,2,5983
nation,Scotland,S92000003,2020-08-18,1,5981
nation,Scotland,S92000003,2020-08-17,4,5980
nation,Scotland,S92000003,2020-08-16,1,5976
nation,Scotland,S92000003,2020-08-15,5,5975
nation,Scotland,S92000003,2020-08-14,3,5970
nation,Scotland,S92000003,2020-08-13,1,5967
nation,Scotland,S92000003,2020-08-12,0,5966
nation,Scotland,S92000003,2020-08-11,1,5966
nation,Scotland,S92000003,2020-08-10,3,5965
nation,Scotland,S92000003,2020-08-09,0,5962
nation,Scotland,S92000003,2020-08-08,1,5962
nation,Scotland,S92000003,2020-08-07,1,5961
nation,Scotland,S92000003,2020-08-06,0,5960
nation,Scotland,S92000003,2020-08-05,3,5960
nation,Scotland,S92000003,2020-08-04,2,5957
nation,Scotland,S92000003,2020-08-03,0,5955
nation,Scotland,S92000003,2020-08-02,0,5955
nation,Scotland,S92000003,2020-08-01,1,5955
nation,Scotland,S92000003,2020-07-31,0,5954
nation,Scotland,S92000003,2020-07-30,0,5954
nation,Scotland,S92000003,2020-07-29,2,5954
nation,Scotland,S92000003,2020-07-28,0,5952
nation,Scotland,S92000003,2020-07-27,1,5952
nation,Scotland,S92000003,2020-07-26,0,5951
nation,Scotland,S92000003,2020-07-25,3,5951
nation,Scotland,S92000003,2020-07-24,0,5948
nation,Scotland,S92000003,2020-07-23,0,5948
nation,Scotland,S92000003,2020-07-22,1,5948
nation,Scotland,S92000003,2020-07-21,0,5947
nation,Scotland,S92000003,2020-07-20,0,5947
nation,Scotland,S92000003,2020-07-19,2,5947
nation,Scotland,S92000003,2020-07-18,0,5945
nation,Scotland,S92000003,2020-07-17,0,5945
nation,Scotland,S92000003,2020-07-16,1,5945
nation,Scotland,S92000003,2020-07-15,0,5944
nation,Scotland,S92000003,2020-07-14,0,5944
nation,Scotland,S92000003,2020-07-13,0,5944
nation,Scotland,S92000003,2020-07-12,1,5944
nation,Scotland,S92000003,2020-07-11,2,5943
nation,Scotland,S92000003,2020-07-10,2,5941
nation,Scotland,S92000003,2020-07-09,0,5939
nation,Scotland,S92000003,2020-07-08,0,5939
nation,Scotland,S92000003,2020-07-07,1,5939
nation,Scotland,S92000003,2020-07-06,2,5938
nation,Scotland,S92000003,2020-07-05,1,5936
nation,Scotland,S92000003,2020-07-04,1,5935
nation,Scotland,S92000003,2020-07-03,1,5934
nation,Scotland,S92000003,2020-07-02,0,5933
nation,Scotland,S92000003,2020-07-01,2,5933
nation,Scotland,S92000003,2020-06-30,0,5931
nation,Scotland,S92000003,2020-06-29,1,5931
nation,Scotland,S92000003,2020-06-28,2,5930
nation,Scotland,S92000003,2020-06-27,3,5928
nation,Scotland,S92000003,2020-06-26,0,5925
nation,Scotland,S92000003,2020-06-25,2,5925
nation,Scotland,S92000003,2020-06-24,2,5923
nation,Scotland,S92000003,2020-06-23,4,5921
nation,Scotland,S92000003,2020-06-22,4,5917
nation,Scotland,S92000003,2020-06-21,1,5913
nation,Scotland,S92000003,2020-06-20,2,5912
nation,Scotland,S92000003,2020-06-19,4,5910
nation,Scotland,S92000003,2020-06-18,2,5906
nation,Scotland,S92000003,2020-06-17,5,5904
nation,Scotland,S92000003,2020-06-16,4,5899
nation,Scotland,S92000003,2020-06-15,6,5895
nation,Scotland,S92000003,2020-06-14,6,5889
nation,Scotland,S92000003,2020-06-13,4,5883
nation,Scotland,S92000003,2020-06-12,1,5879
nation,Scotland,S92000003,2020-06-11,6,5878
nation,Scotland,S92000003,2020-06-10,7,5872
nation,Scotland,S92000003,2020-06-09,4,5865
nation,Scotland,S92000003,2020-06-08,3,5861
nation,Scotland,S92000003,2020-06-07,6,5858
nation,Scotland,S92000003,2020-06-06,5,5852
nation,Scotland,S92000003,2020-06-05,10,5847
nation,Scotland,S92000003,2020-06-04,6,5837
nation,Scotland,S92000003,2020-06-03,7,5831
nation,Scotland,S92000003,2020-06-02,5,5824
nation,Scotland,S92000003,2020-06-01,7,5819
nation,Scotland,S92000003,2020-05-31,10,5812
nation,Scotland,S92000003,2020-05-30,3,5802
nation,Scotland,S92000003,2020-05-29,10,5799
nation,Scotland,S92000003,2020-05-28,6,5789
nation,Scotland,S92000003,2020-05-27,10,5783
